Facility ID,State,HCAHPS Answer Description,Readmission national comparison,Effectiveness of care national comparison
340071,NC,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",Above the national average,Above the national average
340071,NC,"Patients ""usually"" received help as soon as they wanted",Above the national average,Above the national average
340071,NC,Staff responsiveness - linear mean score,Above the national average,Above the national average
340071,NC,Staff responsiveness - star rating,Above the national average,Above the national average
340071,NC,"Patients ""always"" received call button help as soon as they wanted",Above the national average,Above the national average
340071,NC,"Patients ""sometimes"" or ""never"" received call button help as soon as they wanted",Above the national average,Above the national average
340071,NC,"Patients ""usually"" received call button help as soon as they wanted",Above the national average,Above the national average
340071,NC,"Patients ""always"" received bathroom help as soon as they wanted",Above the national average,Above the national average
340071,NC,"Patients ""sometimes"" or ""never"" received bathroom help as soon as they wanted",Above the national average,Above the national average
340071,NC,"Patients ""usually"" received bathroom help as soon as they wanted",Above the national average,Above the national average
